学科代码,学科名称,学科门类,学校代码,学校名称,评估等级
0305,马克思主义理论,人文社科类,10288,南京理工大学,B-
0305,马克思主义理论,人文社科类,10290,中国矿业大学,B-
0305,马克思主义理论,人文社科类,10295,江南大学,B-
0305,马克思主义理论,人文社科类,10299,江苏大学,B-
0305,马克思主义理论,人文社科类,10320,江苏师范大学,B-
0305,马克思主义理论,人文社科类,10351,温州大学,B-
0305,马克思主义理论,人文社科类,10357,安徽大学,B-
0305,马克思主义理论,人文社科类,10446,曲阜师范大学,B-
0305,马克思主义理论,人文社科类,10512,湖北大学,B-
0305,马克思主义理论,人文社科类,10524,中南民族大学,B-
0305,马克思主义理论,人文社科类,10593,广西大学,B-
0305,马克思主义理论,人文社科类,10651,西南财经大学,B-
0305,马克思主义理论,人文社科类,10673,云南大学,B-
0305,马克思主义理论,人文社科类,10704,西安科技大学,B-
0305,马克思主义理论,人文社科类,10736,西北师范大学,B-
0305,马克思主义理论,人文社科类,11658,海南师范大学,B-
0305,马克思主义理论,人文社科类,10007,北京理工大学,C+
0305,马克思主义理论,人文社科类,10080,河北工业大学,C+
0305,马克思主义理论,人文社科类,10118,山西师范大学,C+
0305,马克思主义理论,人文社科类,10213,哈尔滨工业大学,C+
0305,马克思主义理论,人文社科类,10225,东北林业大学,C+
0305,马克思主义理论,人文社科类,10276,华东政法大学,C+
0305,马克思主义理论,人文社科类,10338,浙江理工大学,C+
0305,马克思主义理论,人文社科类,10346,杭州师范大学,C+
0305,马克思主义理论,人文社科类,10353,浙江工商大学,C+
0305,马克思主义理论,人文社科类,10386,福州大学,C+
0305,马克思主义理论,人文社科类,10389,福建农林大学,C+
0305,马克思主义理论,人文社科类,10406,南昌航空大学,C+
0305,马克思主义理论,人文社科类,10421,江西财经大学,C+
0305,马克思主义理论,人文社科类,10460,河南理工大学,C+
0305,马克思主义理论,人文社科类,10476,河南师范大学,C+
0305,马克思主义理论,人文社科类,10477,信阳师范学院,C+
0305,马克思主义理论,人文社科类,10490,武汉工程大学,C+
0305,马克思主义理论,人文社科类,10520,中南财经政法大学,C+
0305,马克思主义理论,人文社科类,10589,海南大学,C+
0305,马克思主义理论,人文社科类,10617,重庆邮电大学,C+
0305,马克思主义理论,人文社科类,10623,西华大学,C+
0305,马克思主义理论,人文社科类,10637,重庆师范大学,C+
0305,马克思主义理论,人文社科类,10710,长安大学,C+
0305,马克思主义理论,人文社科类,11075,三峡大学,C+
0305,马克思主义理论,人文社科类,11078,广州大学,C+
0305,马克思主义理论,人文社科类,10009,北方工业大学,C
0305,马克思主义理论,人文社科类,10052,中央民族大学,C
0305,马克思主义理论,人文社科类,10079,华北电力大学,C
0305,马克思主义理论,人文社科类,10125,山西财经大学,C
0305,马克思主义理论,人文社科类,10167,渤海大学,C
0305,马克思主义理论,人文社科类,10186,长春理工大学,C
0305,马克思主义理论,人文社科类,10201,北华大学,C
0305,马克思主义理论,人文社科类,10304,南通大学,C
0305,马克思主义理论,人文社科类,10360,安徽工业大学,C
0305,马克思主义理论,人文社科类,10418,赣南师范大学,C
0305,马克思主义理论,人文社科类,10488,武汉科技大学,C
0305,马克思主义理论,人文社科类,10495,武汉纺织大学,C
0305,马克思主义理论,人文社科类,10536,长沙理工大学,C
0305,马克思主义理论,人文社科类,10590,深圳大学,C
0305,马克思主义理论,人文社科类,10608,广西民族大学,C
0305,马克思主义理论,人文社科类,10611,重庆大学,C
0305,马克思主义理论,人文社科类,10615,西南石油大学,C
0305,马克思主义理论,人文社科类,10618,重庆交通大学,C
0305,马克思主义理论,人文社科类,10619,西南科技大学,C
0305,马克思主义理论,人文社科类,10638,西华师范大学,C
0305,马克思主义理论,人文社科类,10652,西南政法大学,C
0305,马克思主义理论,人文社科类,10671,贵州财经大学,C
0305,马克思主义理论,人文社科类,10681,云南师范大学,C
0305,马克思主义理论,人文社科类,10719,延安大学,C
0305,马克思主义理论,人文社科类,10010,北京化工大学,C-
0305,马克思主义理论,人文社科类,10011,北京工商大学,C-
0305,马克思主义理论,人文社科类,10019,中国农业大学,C-
0305,马克思主义理论,人文社科类,10148,辽宁石油化工大学,C-
0305,马克思主义理论,人文社科类,10166,沈阳师范大学,C-
0305,马克思主义理论,人文社科类,10205,长春师范大学,C-
0305,马克思主义理论,人文社科类,10216,燕山大学,C-
0305,马克思主义理论,人文社科类,10327,南京财经大学,C-
0305,马克思主义理论,人文社科类,10407,江西理工大学,C-
0305,马克思主义理论,人文社科类,10456,山东财经大学,C-
0305,马克思主义理论,人文社科类,10463,河南工业大学,C-
0305,马克思主义理论,人文社科类,10464,河南科技大学,C-
0305,马克思主义理论,人文社科类,10466,河南农业大学,C-
0305,马克思主义理论,人文社科类,10555,南华大学,C-
0305,马克思主义理论,人文社科类,10592,广东财经大学,C-
0305,马克思主义理论,人文社科类,10603,广西师范学院,C-
0305,马克思主义理论,人文社科类,10616,成都理工大学,C-
0305,马克思主义理论,人文社科类,10689,云南财经大学,C-
0305,马克思主义理论,人文社科类,10731,兰州理工大学,C-
0305,马克思主义理论,人文社科类,11646,宁波大学,C-
0305,马克思主义理论,人文社科类,11799,重庆工商大学,C-
0401,教育学,人文社科类,10027,北京师范大学,A+
0401,教育学,人文社科类,10269,华东师范大学,A+
0401,教育学,人文社科类,10200,东北师范大学,A
0401,教育学,人文社科类,10319,南京师范大学,A
0401,教育学,人文社科类,10511,华中师范大学,A
0401,教育学,人文社科类,10001,北京大学,A-
0401,教育学,人文社科类,10028,首都师范大学,A-
0401,教育学,人文社科类,10335,浙江大学,A-
0401,教育学,人文社科类,10574,华南师范大学,A-
0401,教育学,人文社科类,10635,西南大学,A-
0401,教育学,人文社科类,10003,清华大学,B+
0401,教育学,人文社科类,10270,上海师范大学,B+
0401,教育学,人文社科类,10345,浙江师范大学,B+
0401,教育学,人文社科类,10384,厦门大学,B+
0401,教育学,人文社科类,10445,山东师范大学,B+
0401,教育学,人文社科类,10475,河南大学,B+
0401,教育学,人文社科类,10487,华中科技大学,B+
0401,教育学,人文社科类,10542,湖南师范大学,B+
0401,教育学,人文社科类,10718,陕西师范大学,B+
0401,教育学,人文社科类,10736,西北师范大学,B+
0401,教育学,人文社科类,10007,北京理工大学,B
0401,教育学,人文社科类,10056,天津大学,B
0401,教育学,人文社科类,10065,天津师范大学,B
0401,教育学,人文社科类,10165,辽宁师范大学,B
0401,教育学,人文社科类,10166,沈阳师范大学,B
0401,教育学,人文社科类,10231,哈尔滨师范大学,B
0401,教育学,人文社科类,10320,江苏师范大学,B
0401,教育学,人文社科类,10414,江西师范大学,B
0401,教育学,人文社科类,10602,广西师范大学,B
0401,教育学,人文社科类,10636,四川师范大学,B
0401,教育学,人文社科类,10075,河北大学,B-
0401,教育学,人文社科类,10285,苏州大学,B-
0401,教育学,人文社科类,10346,杭州师范大学,B-
0401,教育学,人文社科类,10370,安徽师范大学,B-
0401,教育学,人文社科类,10394,福建师范大学,B-
0401,教育学,人文社科类,10446,曲阜师范大学,B-
0401,教育学,人文社科类,10476,河南师范大学,B-
0401,教育学,人文社科类,10637,重庆师范大学,B-
0401,教育学,人文社科类,10681,云南师范大学,B-
0401,教育学,人文社科类,10762,新疆师范大学,B-
0401,教育学,人文社科类,10052,中央民族大学,C+
0401,教育学,人文社科类,10094,河北师范大学,C+
0401,教育学,人文社科类,10108,山西大学,C+
0401,教育学,人文社科类,10118,山西师范大学,C+
0401,教育学,人文社科类,10135,内蒙古师范大学,C+
0401,教育学,人文社科类,10247,同济大学,C+
0401,教育学,人文社科类,10295,江南大学,C+
0401,教育学,人文社科类,10351,温州大学,C+
0401,教育学,人文社科类,11078,广州大学,C+
0401,教育学,人文社科类,11646,宁波大学,C+
0401,教育学,人文社科类,10005,北京工业大学,C
0401,教育学,人文社科类,10167,渤海大学,C
0401,教育学,人文社科类,10203,吉林师范大学,C
0401,教育学,人文社科类,10337,浙江工业大学,C
0401,教育学,人文社科类,10418,赣南师范大学,C
0401,教育学,人文社科类,10512,湖北大学,C
0401,教育学,人文社科类,10524,中南民族大学,C
0401,教育学,人文社科类,10663,贵州师范大学,C
0401,教育学,人文社科类,10673,云南大学,C
0401,教育学,人文社科类,11117,扬州大学,C
0401,教育学,人文社科类,10066,天津职业技术师范大学,C-
0401,教育学,人文社科类,10205,长春师范大学,C-
0401,教育学,人文社科类,10299,江苏大学,C-
0401,教育学,人文社科类,10373,淮北师范大学,C-
0401,教育学,人文社科类,10451,鲁东大学,C-
0401,教育学,人文社科类,10513,湖北师范大学,C-
0401,教育学,人文社科类,10590,深圳大学,C-
0401,教育学,人文社科类,10603,广西师范学院,C-
0401,教育学,人文社科类,10759,石河子大学,C-
0401,教育学,人文社科类,11658,海南师范大学,C-
0402,心理学,人文社科类,10001,北京大学,A+
0402,心理学,人文社科类,10027,北京师范大学,A+
0402,心理学,人文社科类,10574,华南师范大学,A+
0402,心理学,人文社科类,10269,华东师范大学,A-
0402,心理学,人文社科类,10635,西南大学,A-
0402,心理学,人文社科类,10065,天津师范大学,B+
0402,心理学,人文社科类,10319,南京师范大学,B+
0402,心理学,人文社科类,10335,浙江大学,B+
0402,心理学,人文社科类,10511,华中师范大学,B+
0402,心理学,人文社科类,10718,陕西师范大学,B+
0402,心理学,人文社科类,10028,首都师范大学,B
0402,心理学,人文社科类,10165,辽宁师范大学,B
0402,心理学,人文社科类,10270,上海师范大学,B
0402,心理学,人文社科类,10445,山东师范大学,B
0402,心理学,人文社科类,91030,空军军医大学,B
0402,心理学,人文社科类,10200,东北师范大学,B-
0402,心理学,人文社科类,10345,浙江师范大学,B-
0402,心理学,人文社科类,10414,江西师范大学,B-
0402,心理学,人文社科类,10533,中南大学,B-
0402,心理学,人文社科类,10542,湖南师范大学,B-
0402,心理学,人文社科类,10558,中山大学,B-
0402,心理学,人文社科类,10285,苏州大学,C+
0402,心理学,人文社科类,10394,福建师范大学,C+
0402,心理学,人文社科类,10590,深圳大学,C+
0402,心理学,人文社科类,10736,西北师范大学,C+
0402,心理学,人文社科类,10135,内蒙古师范大学,C
0402,心理学,人文社科类,10346,杭州师范大学,C
0402,心理学,人文社科类,10475,河南大学,C
0402,心理学,人文社科类,10663,贵州师范大学,C
0402,心理学,人文社科类,11078,广州大学,C
0402,心理学,人文社科类,10003,清华大学,C-
0402,心理学,人文社科类,10043,北京体育大学,C-
0402,心理学,人文社科类,10094,河北师范大学,C-
0402,心理学,人文社科类,10183,吉林大学,C-
0402,心理学,人文社科类,10366,安徽医科大学,C-
0402,心理学,人文社科类,10446,曲阜师范大学,C-
0403,体育学,人文社科类,10043,北京体育大学,A+
0403,体育学,人文社科类,10277,上海体育学院,A+
0403,体育学,人文社科类,10269,华东师范大学,A
0403,体育学,人文社科类,10071,天津体育学院,A-
0403,体育学,人文社科类,10394,福建师范大学,A-
0403,体育学,人文社科类,10522,武汉体育学院,A-
0403,体育学,人文社科类,10574,华南师范大学,A-
0403,体育学,人文社科类,10653,成都体育学院,A-
0403,体育学,人文社科类,10003,清华大学,B+
0403,体育学,人文社科类,10027,北京师范大学,B+
0403,体育学,人文社科类,10029,首都体育学院,B+
0403,体育学,人文社科类,10176,沈阳体育学院,B+
0403,体育学,人文社科类,10285,苏州大学,B+
0403,体育学,人文社科类,10335,浙江大学,B+
0403,体育学,人文社科类,10511,华中师范大学,B+
0403,体育学,人文社科类,10108,山西大学,B
0403,体育学,人文社科类,10200,东北师范大学,B
0403,体育学,人文社科类,10208,吉林体育学院,B
0403,体育学,人文社科类,10319,南京师范大学,B
0403,体育学,人文社科类,10446,曲阜师范大学,B
0403,体育学,人文社科类,10542,湖南师范大学,B
0403,体育学,人文社科类,10585,广州体育学院,B
0403,体育学,人文社科类,10727,西安体育学院,B
0403,体育学,人文社科类,10094,河北师范大学,B-
0403,体育学,人文社科类,10165,辽宁师范大学,B-
0403,体育学,人文社科类,10330,南京体育学院,B-
0403,体育学,人文社科类,10445,山东师范大学,B-
0403,体育学,人文社科类,10457,山东体育学院,B-
0403,体育学,人文社科类,10475,河南大学,B-
0403,体育学,人文社科类,10718,陕西师范大学,B-
0403,体育学,人文社科类,11646,宁波大学,B-
0403,体育学,人文社科类,10118,山西师范大学,C+
0403,体育学,人文社科类,10345,浙江师范大学,C+
